Maintenance_ID,Aircraft_ID,Aircraft_Type,Maintenance_Type,Maintenance_Category,Scheduled_Date,Actual_Start_Date,Completion_Date,Budgeted_Cost,Actual_Cost,Labor_Hours,Parts_Cost,Vendor,Priority,Status,Location,Downtime_Hours,Technician_Count,Cost_Variance,Cost_Variance_Percent
M2556,A10,B737,,,2024-04-26,,,,143019.0,91.0,56708.0,InHouse,,InProgress,Dubai,,6.0,28686.0,25.09
M008,A11,,,Electrical,2023-05-21,,,33743.0,,21.0,,InHouse,,,Atlanta,146.0,1.0,,-17.78
M2316,A45,B777,scheduled,Electrical,2024-03-05,,2024-03-14,114317.0,99520.0,141.0,19835.0,V-B,Low,,,84.0,5.0,-14797.0,
M4910,A35,B787,Preventive,,2022-01-25,2022-01-29,,146177.0,152421.0,,78997.0,,Critical,InProgress,Dallas,7.0,8.0,,
M4232,A30,A-320,Scheduled,Electrical,,2022-10-27,,40004.0,,142.0,80054.0,V-B,Low,Cancelled,,27.0,4.0,14596.0,36.49
M4166,A54,A-320,Preventive,LandingGear,,2022-01-22,2022-01-25,,96527.0,,86606.0,inhouse,High,InProgress,Chennai,,,,23.66
M3919,A18,,Emergency,,,2022-03-31,,126835.0,100067.0,,,inhouse,,Completed,Frankfurt,25.0,9.0,-26768.0,-21.1
M1451,A10,B787,,,,2023-04-12,,17319.0,17255.0,154.0,28227.0,,Medium,Completed,Singapore,,,,-0.37
M1202,A55,A-320,,Hydraulics,,,2024-01-05,122132.0,144468.0,5.0,25483.0,inhouse,,Cancelled,LosAngeles,46.0,,22336.0,18.29
M2427,A13,B777,,,2024-02-04,2024-02-09,,,138156.0,,,V-A,Low,,Atlanta,135.0,,24087.0,21.12
M2649,A44,b737,,LandingGear,,,2023-12-15,26560.0,22964.0,172.0,,V-C,,Completed,Frankfurt,10.0,3.0,-3596.0,-13.54
M1815,A26,,scheduled,Electrical,2023-03-06,2023-03-03,2023-03-03,,99555.0,188.0,28385.0,V-C,Low,Delayed,Dubai,,,,-27.38
M2727,A19,A-320,scheduled,,2022-09-19,2022-09-18,,149809.0,188160.0,45.0,1758.0,V-B,,Delayed,,51.0,,,
M774,A52,B737,Unscheduled,Engine,2022-01-11,2022-01-15,2022-01-19,145566.0,168047.0,24.0,8425.0,,,InProgress,,16.0,,22481.0,
M2275,A04,B787,Preventive,Avionics,2023-01-06,,,,43300.0,13.0,8022.0,,Critical,,Singapore,42.0,8.0,-13705.0,-24.04
M1012,A47,,,Electrical,,2024-02-01,,133235.0,105726.0,106.0,,InHouse,,completed,London,,2.0,,-20.65
M3725,A12,A320,,Hydraulics,,2022-10-17,2022-10-19,,43512.0,,,,,completed,Singapore,105.0,2.0,11700.0,
M3722,A18,,,Engine,2024-06-11,2024-06-11,,,51131.0,157.0,,,Medium,Delayed,LosAngeles,121.0,2.0,16208.0,
M1992,A02,b737,Emergency,Avionics,2022-08-07,2022-08-16,2022-08-20,,60076.0,,28010.0,inhouse,Critical,completed,Dallas,118.0,7.0,5903.0,10.9
M1278,A05,B777,Scheduled,,,2023-01-19,,104402.0,109625.0,16.0,58135.0,InHouse,Low,Cancelled,Atlanta,,2.0,5223.0,5.0
M1784,A12,A350,Preventive,,,,,117189.0,118868.0,,9337.0,,Low,InProgress,Atlanta,85.0,,1679.0,
M4105,A09,,scheduled,Hydraulics,2024-07-29,,2024-08-05,,81187.0,13.0,21887.0,inhouse,,completed,Chennai,110.0,,25679.0,
M447,A02,B777,Unscheduled,Engine,,,2023-05-13,,,,31451.0,inhouse,Medium,,Dubai,92.0,6.0,35213.0,
M881,A39,B777,,Structure,2024-04-05,2024-04-16,,,92551.0,,44075.0,inhouse,Low,completed,Atlanta,81.0,5.0,21557.0,30.36
M3009,A48,B737,Emergency,Engine,2023-10-13,,2023-10-19,139448.0,100348.0,37.0,3892.0,V-A,Low,Delayed,,,,-39100.0,-28.04
M2728,A56,A350,scheduled,Engine,2023-06-06,2023-06-14,2023-06-15,,46789.0,,21699.0,InHouse,,InProgress,London,16.0,6.0,,37.58
M782,A17,A-320,scheduled,Engine,2023-02-09,2023-02-07,,99816.0,,,41225.0,inhouse,Medium,Delayed,Chennai,50.0,,-8485.0,
M2652,A53,,Unscheduled,LandingGear,2022-06-28,,2022-07-04,119499.0,,47.0,88385.0,V-A,High,InProgress,,,,18334.0,15.34
M1341,A44,b737,Scheduled,Hydraulics,2022-08-20,,,12861.0,14498.0,,47696.0,,High,Completed,,,,1637.0,
M1750,A01,A350,Scheduled,Structure,2023-02-19,,2023-02-27,,73345.0,15.0,,V-C,Medium,Completed,Chennai,,1.0,453.0,0.62
M2127,A21,A-320,Scheduled,Structure,2022-05-13,2022-05-19,2022-05-20,36199.0,35725.0,,54470.0,inhouse,Low,Completed,Tokyo,54.0,2.0,,-1.31
M4089,A28,b737,,Electrical,2023-09-08,2023-09-20,2023-09-25,,190721.0,167.0,,inhouse,Low,Delayed,LosAngeles,31.0,10.0,51641.0,37.13
M3976,A44,,,Hydraulics,2023-07-18,2023-07-22,2023-07-26,63651.0,61221.0,193.0,,V-A,Critical,completed,,,8.0,,-3.82
M2424,A07,B737,scheduled,LandingGear,2023-12-16,2023-12-25,2023-12-30,38932.0,,114.0,85866.0,inhouse,,Delayed,,12.0,8.0,15757.0,40.47
M1205,A23,A320,Unscheduled,Structure,,2023-04-02,2023-04-04,,,141.0,52687.0,V-A,Critical,InProgress,NewYork,76.0,,23988.0,23.39
M4996,A55,b737,,Avionics,,,,124202.0,169432.0,192.0,,inhouse,Low,InProgress,London,149.0,,45230.0,36.42
M884,A34,A350,Scheduled,,,2022-08-13,2022-08-18,85054.0,,,,,High,,,54.0,,-3742.0,-4.4
M3917,A28,B777,Scheduled,Electrical,2023-09-17,2023-09-24,,,61360.0,69.0,14679.0,InHouse,High,Cancelled,,,5.0,-6451.0,-9.51
M1092,A06,A320,Scheduled,,2024-06-28,2024-06-28,2024-06-30,60655.0,70710.0,84.0,73116.0,,,completed,Mumbai,144.0,5.0,10055.0,
M052,A29,B777,,,2023-09-13,2023-09-17,2023-09-22,104713.0,111038.0,83.0,,inhouse,,,,30.0,4.0,6325.0,6.04
M3882,A59,B777,Scheduled,Structure,2024-01-30,,,96611.0,79567.0,,,V-C,,Cancelled,Mumbai,,7.0,-17044.0,-17.64
M532,A46,,,,,2024-02-15,,,29871.0,112.0,53691.0,,Medium,Delayed,Mumbai,,,,
M3719,A27,B777,Preventive,Electrical,2023-06-12,,,45215.0,,,55254.0,,,Delayed,,146.0,,15486.0,
M2439,A23,,,Avionics,2024-05-28,,,,87765.0,,1183.0,,Critical,completed,Amsterdam,111.0,10.0,14492.0,19.78
M4701,A17,B737,Unscheduled,Engine,,,,88006.0,122134.0,14.0,82265.0,V-B,High,InProgress,NewYork,109.0,5.0,34128.0,38.78
M4263,A57,,Scheduled,Hydraulics,,,,,55589.0,53.0,,V-B,,InProgress,,34.0,,,-21.28
M3693,A11,,Unscheduled,Hydraulics,,,,16246.0,20062.0,35.0,,V-B,High,InProgress,Atlanta,147.0,8.0,,23.49
M4746,A33,,scheduled,Hydraulics,2024-07-28,2024-08-01,,49255.0,65509.0,,,,,Completed,Frankfurt,26.0,,,33.0
M2291,A47,B777,Scheduled,LandingGear,2022-10-30,,,110164.0,,91.0,16835.0,,,completed,Dallas,,9.0,22074.0,
M1728,A36,,Emergency,,2023-10-19,,2023-11-03,56515.0,73241.0,59.0,,V-C,Low,,,133.0,7.0,16726.0,29.6
M611,A59,B737,Preventive,Electrical,,2023-05-23,2023-05-23,,157922.0,,26457.0,InHouse,Medium,,Amsterdam,130.0,6.0,45761.0,40.8
M571,A07,A350,,,2023-08-03,2023-08-10,2023-08-13,114758.0,,61.0,1484.0,V-B,High,Cancelled,Dubai,59.0,4.0,,
M046,A45,B777,scheduled,Engine,,2023-01-04,,78310.0,109967.0,,26042.0,V-A,High,Cancelled,Frankfurt,,4.0,,
M4014,A34,A-320,Unscheduled,Structure,2023-02-01,2023-02-07,,8602.0,8448.0,105.0,,InHouse,,InProgress,Amsterdam,133.0,5.0,-154.0,
M344,A19,A-320,,,2024-06-07,2024-06-09,,,,,60517.0,V-A,Low,,,,,-25383.0,-17.6
M3974,A45,,,,2024-07-11,,,110465.0,,81.0,24820.0,V-A,High,Completed,Chennai,87.0,8.0,,8.89
M637,A34,A350,Scheduled,,,,,,193202.0,219.0,,inhouse,Critical,InProgress,Singapore,,3.0,,32.68
M435,A48,,Unscheduled,,,2024-03-08,2024-03-11,64711.0,,61.0,,,Low,Completed,Mumbai,,3.0,-14337.0,-22.16
M1904,A40,A320,,LandingGear,,2022-07-05,2022-07-07,51293.0,,,3729.0,InHouse,,InProgress,London,10.0,,,0.7
M098,A11,B777,,,2022-09-11,2022-09-22,,142381.0,159210.0,104.0,54578.0,V-C,,,LosAngeles,89.0,2.0,16829.0,11.82
M2964,A31,b737,,Engine,,,,42204.0,,139.0,,V-B,,Delayed,Chennai,9.0,3.0,,-13.35
M4654,A01,B787,Preventive,LandingGear,2023-06-12,,,,30856.0,88.0,75948.0,,Critical,completed,,56.0,,-2337.0,-7.04
M2070,A19,,Emergency,Engine,2022-09-26,,2022-09-25,103290.0,151241.0,,,V-C,Medium,completed,NewYork,134.0,1.0,47951.0,
M1538,A42,,,Electrical,,2022-04-16,,,173024.0,,65463.0,V-A,Low,InProgress,NewYork,,3.0,46183.0,36.41
M3160,A32,B777,,Engine,2024-02-17,2024-02-28,2024-03-03,8496.0,6997.0,125.0,,InHouse,Medium,completed,Amsterdam,,1.0,-1499.0,-17.64
M3896,A45,A350,Unscheduled,,,2023-09-04,,,94692.0,,76792.0,,Low,completed,,137.0,,31179.0,49.09
M4804,A29,A-320,scheduled,Hydraulics,2022-05-03,,2022-05-12,66755.0,76363.0,209.0,,,,completed,,92.0,,9608.0,14.39
M3103,A35,,Unscheduled,LandingGear,,2024-08-16,2024-08-17,,40560.0,202.0,,,Medium,InProgress,,,7.0,-8750.0,-17.74
M1518,A46,,Emergency,LandingGear,,,2022-07-17,8912.0,11041.0,124.0,66601.0,V-A,Critical,InProgress,,,5.0,2129.0,23.89
M966,A43,A320,Preventive,Engine,2023-07-30,2023-08-11,2023-08-14,70376.0,104219.0,,6161.0,,Low,Cancelled,,127.0,3.0,,48.09
M1554,A58,,,,,,2023-02-02,29354.0,,208.0,,inhouse,High,,Paris,119.0,2.0,,15.31
M529,A13,A350,,Engine,,2023-11-02,2023-11-05,,32826.0,67.0,63084.0,V-C,Medium,completed,Chicago,26.0,5.0,-8290.0,-20.16
M177,A16,b737,Emergency,,2022-02-07,,,27277.0,21480.0,170.0,81304.0,V-A,Low,Delayed,Toronto,,2.0,-5797.0,-21.25
M2471,A35,,Preventive,,2024-05-11,2024-05-14,2024-05-16,,46181.0,66.0,8056.0,InHouse,,completed,Mumbai,71.0,1.0,13616.0,41.81
M4367,A05,B787,Preventive,Engine,2023-07-04,2023-07-14,2023-07-15,111953.0,144075.0,,15160.0,V-B,,Delayed,NewYork,,10.0,32122.0,
M3358,A11,A350,,,2024-01-05,,2024-01-08,,33639.0,115.0,14717.0,V-A,Medium,Delayed,Toronto,,3.0,-8404.0,-19.99
M4966,A46,,Preventive,,,,,66783.0,54900.0,,31502.0,V-A,Critical,Delayed,Mumbai,,10.0,-11883.0,-17.79
M573,A19,A320,,LandingGear,,2023-10-17,2023-10-17,12781.0,10982.0,189.0,23843.0,,High,,Dallas,10.0,,,
M3046,A10,,Emergency,LandingGear,2022-10-29,,,64742.0,85496.0,178.0,,,Low,Cancelled,Tokyo,77.0,,20754.0,32.06
M593,A49,B787,Scheduled,LandingGear,,2023-11-13,2023-11-15,,138263.0,24.0,,,Medium,Cancelled,Frankfurt,47.0,5.0,3899.0,
M4808,A42,A350,Scheduled,Engine,2022-01-17,,2022-01-28,,106859.0,91.0,44940.0,inhouse,,Completed,Dubai,,10.0,31458.0,
M3254,A50,B787,Scheduled,,2023-02-22,,,,24161.0,,,V-C,,InProgress,Dubai,25.0,,-6714.0,
M2375,A04,,Unscheduled,Structure,,2024-06-07,2024-06-12,138897.0,105873.0,44.0,,InHouse,Medium,Delayed,Frankfurt,,8.0,-33024.0,-23.78
M3674,A32,,,,2024-09-11,2024-09-13,,14191.0,19193.0,143.0,18482.0,,Medium,,,127.0,,,
M4183,A43,b737,Emergency,,2023-09-13,,2023-09-23,,88724.0,32.0,67207.0,V-A,Critical,,Paris,,3.0,,-23.02
M3413,A02,A320,Preventive,,,2023-05-14,2023-05-19,16818.0,14352.0,,,V-B,Critical,Delayed,Amsterdam,,7.0,,-14.66
M2209,A24,A-320,Emergency,,2022-05-18,2022-05-17,2022-05-21,35076.0,32981.0,,30393.0,inhouse,Medium,InProgress,,85.0,3.0,,-5.97
M3391,A05,A320,Preventive,Avionics,,2023-09-02,,54573.0,50963.0,,45711.0,V-C,,Delayed,,29.0,2.0,-3610.0,-6.61
M2493,A07,B787,,,2024-04-13,2024-04-18,,,141116.0,123.0,49130.0,inhouse,Critical,Cancelled,NewYork,10.0,4.0,36776.0,
M4856,A28,B737,,LandingGear,2022-08-13,,,,17715.0,,89003.0,InHouse,Medium,Completed,Frankfurt,,5.0,,
M384,A30,b737,Scheduled,Structure,2022-08-27,2022-09-02,,,4301.0,58.0,,InHouse,Low,Completed,London,94.0,9.0,-1113.0,-20.56
M853,A35,b737,Preventive,Avionics,,2022-10-30,,,126815.0,49.0,,,Critical,InProgress,,42.0,8.0,28166.0,
M1881,A06,B787,Scheduled,Hydraulics,2022-10-15,,,140946.0,120376.0,183.0,,InHouse,Critical,,London,,9.0,-20570.0,-14.59
M371,A43,A320,Unscheduled,Engine,,,,,99462.0,,,inhouse,Low,,Chennai,,4.0,-13815.0,-12.2
M970,A48,A-320,Preventive,Structure,2022-09-27,2022-10-08,2022-10-12,93478.0,68459.0,,44636.0,inhouse,Critical,InProgress,,,,-25019.0,-26.76
M4445,A45,A-320,Preventive,LandingGear,2022-11-07,,2022-11-20,126046.0,97669.0,,51704.0,V-C,Medium,Completed,Paris,116.0,2.0,-28377.0,-22.51
M4998,A13,A-320,scheduled,Avionics,2022-04-25,,2022-05-07,104696.0,,91.0,,V-A,Low,,LosAngeles,12.0,6.0,15667.0,
M1106,A01,A350,,,,2024-09-05,2024-09-08,115028.0,132783.0,32.0,,InHouse,Medium,Delayed,Dubai,56.0,7.0,17755.0,15.44
M3400,A39,b737,Preventive,Electrical,2023-04-03,2023-04-08,2023-04-10,94443.0,69897.0,48.0,8832.0,inhouse,High,,Frankfurt,,,-24546.0,-25.99
M2362,A04,B787,Scheduled,Avionics,2024-06-17,,2024-06-23,130621.0,,,,inhouse,High,Cancelled,,70.0,,-19886.0,-15.22
M4661,A45,,scheduled,Engine,2023-01-18,,,,41260.0,75.0,59419.0,,High,,,,3.0,-6837.0,
M1337,A09,B737,Unscheduled,LandingGear,2024-09-12,2024-09-11,2024-09-15,59688.0,,78.0,49488.0,V-A,Critical,completed,,,9.0,25352.0,42.47
M2190,A32,B787,Unscheduled,Electrical,,2023-10-02,2023-10-04,,,129.0,71724.0,V-A,Low,Cancelled,LosAngeles,86.0,5.0,38177.0,25.88
M2643,A10,,Unscheduled,,2022-03-12,2022-03-24,2022-03-29,135030.0,,102.0,46787.0,inhouse,,InProgress,Tokyo,134.0,1.0,-20109.0,-14.89
M1651,A45,B777,Unscheduled,,,,2024-04-27,91050.0,125120.0,,59007.0,,Low,completed,,22.0,4.0,34070.0,37.42
M3967,A50,A350,,,,,2022-10-05,32786.0,,,17280.0,V-A,,,Chennai,101.0,4.0,10964.0,33.44
M2247,A52,,Emergency,Hydraulics,2022-07-26,2022-07-29,2022-08-03,49297.0,61108.0,173.0,65479.0,inhouse,Critical,,NewYork,,7.0,,
M3871,A53,,,Structure,,2023-05-28,,71494.0,,216.0,,V-C,Low,Completed,LosAngeles,64.0,2.0,,
M2174,A51,A-320,Emergency,Engine,,,,120555.0,112523.0,53.0,32241.0,,High,,Toronto,113.0,,-8032.0,
M1172,A35,,,,2023-08-28,2023-09-02,2023-09-04,117711.0,141106.0,,17629.0,V-A,Medium,Completed,Dubai,,9.0,23395.0,19.87
M3425,A48,B737,,LandingGear,,,,,179685.0,,,,,completed,London,99.0,,,
M2120,A11,A350,,,,2023-05-02,,,148859.0,,,InHouse,Medium,Completed,,88.0,6.0,,
M1423,A09,A350,Scheduled,Hydraulics,,2022-12-03,2022-12-04,13231.0,10997.0,,,inhouse,,Completed,Chennai,144.0,3.0,-2234.0,-16.88
M2687,A05,A350,Emergency,,,,,57750.0,68192.0,,1738.0,inhouse,Medium,,Paris,,,,18.08
M3787,A50,A350,,Hydraulics,,2022-08-05,2022-08-10,,126972.0,127.0,87391.0,V-C,Low,,Singapore,52.0,7.0,12349.0,10.77
M4694,A59,,Emergency,Structure,2022-03-12,,2022-03-12,68872.0,,,64488.0,inhouse,Medium,Completed,London,14.0,6.0,,-21.07
M4807,A31,A320,,,2023-10-16,2023-10-14,,13404.0,14161.0,,71396.0,V-A,High,,,118.0,7.0,,
M1465,A50,A-320,Scheduled,Avionics,2022-05-03,,,,100410.0,,,inhouse,,completed,Frankfurt,57.0,,24372.0,32.05
M875,A56,B787,Preventive,,2023-06-20,2023-06-28,,132204.0,161117.0,,50790.0,V-A,Critical,Delayed,,84.0,4.0,28913.0,21.87
M2298,A10,A320,,,2023-01-01,2023-01-13,2023-01-14,,,213.0,87867.0,V-C,Low,,Singapore,134.0,10.0,893.0,4.33
M2644,A57,A-320,Preventive,,2022-10-21,,,131081.0,100673.0,,27520.0,V-B,Critical,completed,Chennai,,,-30408.0,-23.2
M3081,A34,B737,,Engine,2022-03-09,2022-03-16,2022-03-20,121936.0,,,21890.0,inhouse,High,Delayed,Toronto,,5.0,38016.0,31.18
M4411,A31,B737,Preventive,Engine,2024-05-30,2024-06-11,2024-06-17,27608.0,23800.0,166.0,55728.0,inhouse,,completed,,133.0,10.0,-3808.0,-13.79
M1252,A21,B777,scheduled,Engine,2023-02-25,2023-02-26,,,,102.0,64636.0,,Critical,,,82.0,3.0,,16.34
M3106,A16,A350,Unscheduled,Structure,2023-06-04,2023-06-12,2023-06-17,32737.0,42563.0,8.0,48224.0,InHouse,Medium,Cancelled,Mumbai,50.0,6.0,9826.0,
M841,A17,b737,Emergency,Electrical,2023-08-13,2023-08-23,2023-08-27,129144.0,176575.0,91.0,,,,,Mumbai,,,,36.73
M4066,A04,b737,scheduled,,2023-11-27,2023-11-25,,,45055.0,164.0,27065.0,V-B,,,Frankfurt,,5.0,,-15.12
M582,A44,,Emergency,,,2023-01-02,2023-01-07,57509.0,55611.0,195.0,36974.0,V-B,,,Mumbai,71.0,,,-3.3
M205,A53,b737,,,2022-06-17,2022-06-29,2022-07-02,142102.0,158270.0,,,,Critical,,London,,5.0,,
M1642,A04,B777,Unscheduled,Avionics,,,2023-03-11,,150476.0,,,V-A,,InProgress,Dubai,88.0,5.0,,
M2015,A01,A-320,Preventive,,,2024-09-15,,,,,,,High,,LosAngeles,,9.0,,29.33
M906,A35,A350,Unscheduled,Electrical,,2022-05-08,,,157615.0,212.0,84473.0,V-A,Medium,Cancelled,Frankfurt,70.0,3.0,43806.0,38.49
M632,A37,A320,Preventive,Structure,2024-06-05,2024-06-03,2024-06-06,124939.0,152888.0,,39152.0,,High,InProgress,,55.0,,,22.37
M4096,A33,B777,scheduled,Structure,,2023-08-23,2023-08-24,98757.0,,47.0,66758.0,,,Cancelled,Paris,,6.0,37601.0,
M1975,A24,B787,Preventive,Hydraulics,2023-02-19,,,34505.0,33698.0,36.0,7678.0,,Critical,Completed,London,69.0,,-807.0,-2.34
M163,A23,B777,Preventive,Engine,,2022-06-06,,143007.0,128982.0,100.0,54218.0,InHouse,High,,Atlanta,,1.0,-14025.0,
M4155,A03,B777,scheduled,Hydraulics,2022-06-08,,2022-06-11,,90943.0,119.0,,V-C,Low,Completed,,74.0,10.0,,
M3788,A06,b737,,Avionics,2023-09-03,,,,8835.0,,18379.0,InHouse,,Completed,Chennai,,1.0,,
M3980,A60,A-320,,Avionics,,,,123794.0,95954.0,64.0,15836.0,V-A,,,Atlanta,,4.0,,
M4627,A54,b737,Scheduled,,,2022-01-17,,70128.0,85408.0,204.0,44016.0,V-A,High,,Singapore,,1.0,15280.0,
M618,A34,,Scheduled,Hydraulics,,2022-03-09,,15973.0,,,69167.0,V-C,Low,Cancelled,Toronto,91.0,10.0,,-22.26
M876,A23,A350,Preventive,,2022-08-18,,2022-08-22,36350.0,44346.0,168.0,2599.0,inhouse,High,,,,7.0,7996.0,22.0
M1432,A51,B777,,Electrical,2023-05-07,2023-05-16,2023-05-19,146868.0,136713.0,,79745.0,,Medium,InProgress,,64.0,9.0,-10155.0,-6.91
M2974,A33,B737,Unscheduled,Engine,2024-02-01,2024-02-08,2024-02-13,62776.0,47675.0,78.0,3646.0,V-C,,,Frankfurt,,10.0,-15101.0,-24.06
M3919,A18,,Emergency,,,2022-03-31,,126835.0,100067.0,,,inhouse,,Completed,Frankfurt,25.0,9.0,-26768.0,-21.1
M548,A35,,Emergency,Avionics,2023-01-27,,,35053.0,52012.0,51.0,,,High,,,48.0,,,48.38
M4270,A59,b737,Scheduled,Avionics,2023-07-02,2023-07-13,2023-07-17,99786.0,127236.0,140.0,8255.0,InHouse,Medium,Delayed,,45.0,2.0,,
M1740,A10,B737,Unscheduled,LandingGear,2024-07-26,,2024-07-24,15369.0,13788.0,,44139.0,,Medium,InProgress,,58.0,,,-10.29
M4881,A22,b737,Preventive,Hydraulics,2023-12-27,,,116939.0,,157.0,82088.0,,Low,,,82.0,4.0,28651.0,
M4520,A30,A350,Scheduled,Electrical,,2023-07-03,2023-07-03,134040.0,115362.0,,80626.0,,High,Cancelled,,,4.0,-18678.0,
M4943,A60,,Scheduled,Structure,2023-12-04,2023-12-04,2023-12-08,88002.0,,,,InHouse,,completed,Toronto,,9.0,-25949.0,-29.49
M3277,A50,,scheduled,Hydraulics,,2022-02-17,2022-02-18,,39928.0,,60858.0,V-B,High,Cancelled,Amsterdam,52.0,,-16126.0,-28.77
M4727,A13,A350,,Structure,2024-09-18,2024-09-18,,,,117.0,,V-A,Critical,,Mumbai,62.0,4.0,61070.0,
M2857,A33,,Preventive,Hydraulics,,,,8646.0,12639.0,141.0,74524.0,V-A,High,Completed,Dallas,,,3993.0,46.18
M1862,A19,B777,scheduled,Structure,2023-11-30,,2023-12-16,,,163.0,,,High,,Atlanta,75.0,6.0,282.0,5.37
M2660,A58,B787,Emergency,Engine,2023-12-30,2024-01-02,,109756.0,119843.0,95.0,,InHouse,,completed,Mumbai,135.0,2.0,10087.0,9.19
M4832,A14,b737,,Structure,,2023-04-08,2023-04-10,,83270.0,,83548.0,,,Completed,Amsterdam,109.0,10.0,,-9.27
M641,A28,B737,scheduled,LandingGear,,2023-09-06,2023-09-09,38683.0,,,,,,Cancelled,,,7.0,10958.0,
M3561,A19,B777,Emergency,LandingGear,2022-01-02,2022-01-07,,90344.0,70532.0,112.0,48592.0,InHouse,Medium,completed,LosAngeles,,6.0,-19812.0,
M3956,A35,A350,,Hydraulics,,2023-03-11,2023-03-12,76326.0,94137.0,33.0,9427.0,,,,,34.0,2.0,17811.0,
M2182,A19,,scheduled,Avionics,2024-01-17,2024-01-22,,84966.0,85754.0,121.0,14591.0,InHouse,Medium,Cancelled,Toronto,51.0,,,0.93
M638,A08,B737,Unscheduled,Electrical,2024-06-01,,2024-06-03,,163850.0,57.0,86542.0,,,completed,,,,41611.0,34.04
M4735,A33,,scheduled,Electrical,2023-03-12,,2023-03-17,,,209.0,,,,Completed,Paris,22.0,8.0,-1304.0,-1.16
M4351,A42,B777,Scheduled,Electrical,2024-06-01,2024-06-12,,70605.0,79764.0,,34128.0,V-C,High,,,71.0,,9159.0,12.97
M2309,A22,A-320,Preventive,,2022-06-01,,,58235.0,56613.0,5.0,69288.0,V-C,Medium,completed,Paris,,8.0,,-2.79
M3955,A31,A320,,LandingGear,2024-07-13,2024-07-21,2024-07-22,34990.0,42002.0,,,V-A,,Delayed,Amsterdam,144.0,7.0,7012.0,20.04
M3530,A36,A350,,Engine,2023-11-25,,2023-12-12,6173.0,5909.0,,61812.0,,,Delayed,Chennai,91.0,2.0,,
M2097,A43,A320,,,,2024-03-30,,103596.0,143610.0,,87357.0,InHouse,,Completed,Atlanta,,4.0,40014.0,38.63
M3280,A42,B777,,,,2022-02-27,2022-03-02,97366.0,88501.0,66.0,,InHouse,Medium,InProgress,Dubai,,9.0,-8865.0,-9.1
M4074,A07,A350,Unscheduled,,,,,59061.0,42571.0,,35929.0,V-A,,,London,,4.0,-16490.0,-27.92
M1373,A45,A320,Scheduled,Hydraulics,,2024-09-14,,121796.0,97835.0,199.0,6682.0,,Medium,Delayed,Mumbai,137.0,6.0,-23961.0,-19.67
M3756,A18,B777,,Electrical,2022-07-27,2022-08-08,2022-08-09,93100.0,,105.0,65028.0,inhouse,Low,Cancelled,Amsterdam,133.0,,20184.0,21.68
M922,A56,b737,Preventive,,,2022-04-29,,103519.0,,,15129.0,inhouse,Critical,completed,,35.0,,19182.0,18.53
M547,A26,B787,,Hydraulics,2024-04-29,,2024-05-11,144865.0,,10.0,45558.0,InHouse,,Cancelled,,,,26870.0,
M1450,A32,A-320,,Engine,2024-05-19,2024-05-19,2024-05-19,,82462.0,,45113.0,,Critical,Completed,,47.0,2.0,13038.0,18.78
M2805,A31,A350,,Structure,,2022-01-16,2022-01-20,29156.0,,,83280.0,,Critical,Cancelled,LosAngeles,14.0,8.0,,-9.46
M2611,A32,A320,Preventive,Avionics,,,2022-10-16,99571.0,,163.0,,V-B,,Delayed,Tokyo,125.0,1.0,26585.0,26.7
M1901,A37,,,Engine,2022-12-22,2022-12-26,2022-12-28,145839.0,146856.0,,,V-B,Critical,,Toronto,64.0,,,
M2758,A48,,,Hydraulics,2023-12-25,,,,,208.0,,V-B,,,,11.0,,5281.0,4.4
M2029,A30,B777,Scheduled,Engine,2022-02-26,2022-03-03,2022-03-07,,91644.0,96.0,23428.0,InHouse,,,Atlanta,,1.0,-22159.0,-19.47
M2302,A59,B787,Scheduled,Hydraulics,2022-01-31,2022-02-09,2022-02-09,,,216.0,18262.0,InHouse,Medium,Delayed,Paris,,10.0,,36.29
M1886,A32,,Unscheduled,Structure,2022-04-27,2022-04-30,2022-04-30,135964.0,103534.0,183.0,,V-A,,InProgress,,54.0,,-32430.0,-23.85
M1643,A47,,Emergency,Avionics,2023-03-29,,,103402.0,152507.0,29.0,,InHouse,Critical,Delayed,Tokyo,,,49105.0,
M973,A24,B737,Unscheduled,,,2022-01-25,2022-01-26,68690.0,52172.0,210.0,32056.0,V-A,Critical,Completed,Tokyo,8.0,,-16518.0,-24.05
M3779,A35,A-320,,,,,,,76581.0,41.0,55034.0,InHouse,,Completed,,,,12127.0,
M2098,A25,,Scheduled,,2022-10-08,2022-10-11,2022-10-12,,188201.0,6.0,48879.0,,Critical,,,63.0,,56952.0,43.39
M1756,A60,b737,Emergency,Hydraulics,2024-03-21,2024-03-31,,35843.0,43429.0,147.0,,,Low,completed,,,3.0,,
M4421,A25,B777,Unscheduled,,,2023-10-13,,43023.0,,201.0,,InHouse,,,Frankfurt,28.0,,14047.0,
M3426,A09,,Scheduled,Hydraulics,,,2023-10-12,69701.0,83748.0,55.0,,inhouse,Medium,,Atlanta,,8.0,,20.15
M4204,A35,A320,Emergency,Electrical,2022-08-06,2022-08-08,2022-08-11,,104533.0,,,,,InProgress,,34.0,5.0,,-3.98
M837,A41,b737,Unscheduled,Engine,2023-08-16,,2023-08-27,,150601.0,,,,High,,Dubai,58.0,7.0,8489.0,
M602,A57,b737,,Structure,,,2023-11-30,50961.0,61575.0,128.0,9849.0,V-C,,completed,Mumbai,119.0,7.0,10614.0,
