Maintenance_ID,Aircraft_ID,Aircraft_Type,Maintenance_Type,Maintenance_Category,Scheduled_Date,Actual_Start_Date,Completion_Date,Budgeted_Cost,Actual_Cost,Labor_Hours,Parts_Cost,Vendor,Priority,Status,Location,Downtime_Hours,Technician_Count,Cost_Variance,Cost_Variance_Percent,Maintenance_Duration,Delay_Flag,High_Cost_Flag,Maintenance_Year,Maintenance_Month
M4149,A47,B777,scheduled,Structure,2024-05-09,2024-05-13,2024-05-16,78913.65527065528,85239.29113067027,110.74154067674586,79180.0,InHouse,High,completed,Dallas,130.0,6.0,6325.635860014998,8.015895143013658,3,Yes,No,2024,5
M555,A43,B777,scheduled,Avionics,2024-06-24,2024-06-24,2024-07-03,123677.0,113586.0,5.0,79579.0,V-C,High,InProgress,Singapore,5.0,5.0,-10091.0,-8.159156512528602,9,No,Yes,2024,6
M1160,A52,B737,Preventive,Structure,2023-11-19,2023-11-20,2023-11-21,95321.0,85239.29113067027,22.0,46308.978087649404,InHouse,Critical,InProgress,Dubai,22.0,5.0,-10081.708869329726,-10.576587393470197,1,Yes,No,2023,11
M2922,A37,B777,scheduled,LandingGear,2024-08-26,2024-08-26,2024-08-26,73192.0,74948.0,37.0,14577.0,InHouse,High,InProgress,Dallas,37.0,3.0,1756.0,2.399169308121106,0,No,No,2024,8
M1326,A05,b737,Scheduled,Structure,2024-07-13,2024-07-13,2024-07-14,63784.0,51385.0,81.0,79409.0,V-A,High,Completed,Frankfurt,81.0,7.0,-12399.0,-19.439044274426188,1,No,No,2024,7
M1456,A16,A-320,scheduled,Engine,2023-06-06,2023-06-06,2023-06-07,69315.0,60109.0,98.0,1932.0,V-C,Medium,Cancelled,Dallas,98.0,5.0,-9206.0,-13.281396523119094,1,No,No,2023,6
M867,A44,B787,Preventive,Avionics,2022-03-08,2022-03-08,2022-03-08,125895.0,134374.0,76.25535055350554,24183.0,InHouse,High,completed,Dallas,76.25535055350554,5.559125085440875,8479.0,6.734977560665634,0,No,Yes,2022,3
M1645,A36,A350,scheduled,Electrical,2024-06-21,2024-06-28,2024-07-03,74164.0,89127.0,6.0,50054.0,InHouse,High,completed,Dallas,76.25535055350554,6.0,14963.0,20.17555687395502,5,Yes,Yes,2024,6
M2141,A20,A-320,Preventive,LandingGear,2022-05-19,2022-05-28,2022-05-31,79661.0,97453.0,92.0,46308.978087649404,InHouse,Critical,completed,Dallas,92.0,10.0,17792.0,22.334643049924054,3,Yes,Yes,2022,5
M3269,A11,B787,Emergency,LandingGear,2024-04-09,2024-04-09,2024-04-10,36716.0,39600.0,70.0,46308.978087649404,V-C,Low,Delayed,Dubai,70.0,1.0,2884.0,7.854886153175728,1,No,No,2024,4
M2621,A52,B737,Emergency,LandingGear,2023-01-04,2023-01-04,2023-01-08,21031.0,22540.0,110.74154067674586,10868.0,InHouse,High,Delayed,Frankfurt,150.0,3.0,1509.0,7.175122438305359,4,No,No,2023,1
M1937,A55,B737,scheduled,Avionics,2023-04-17,2023-04-17,2023-04-27,78913.65527065528,69402.0,76.25535055350554,70794.0,InHouse,High,completed,Mumbai,76.25535055350554,5.559125085440875,-9511.655270655276,-12.053243811901167,10,No,No,2023,4
M4079,A12,A350,Unscheduled,LandingGear,2023-09-24,2023-09-28,2023-09-29,78913.65527065528,85239.29113067027,8.0,46308.978087649404,InHouse,Medium,completed,Dallas,8.0,4.0,6325.635860014998,8.015895143013658,1,Yes,No,2023,9
M1186,A25,B737,scheduled,Engine,2022-10-18,2022-10-18,2022-10-18,97762.0,82301.0,38.0,78559.0,inhouse,Low,completed,NewYork,38.0,8.0,-15461.0,-15.81493831959248,0,No,No,2022,10
M772,A51,B737,scheduled,Electrical,2024-03-11,2024-03-15,2024-03-15,19511.0,14069.0,76.25535055350554,50727.0,InHouse,High,Completed,Paris,76.25535055350554,3.0,-5442.0,-27.891958382450927,0,Yes,No,2024,3
M132,A02,B737,Emergency,Structure,2022-12-11,2022-12-23,2022-12-24,78913.65527065528,90267.0,33.0,46308.978087649404,inhouse,Medium,Completed,Dubai,126.0,5.0,11353.344729344724,14.387047071137971,1,Yes,Yes,2022,12
M179,A59,B737,Scheduled,Structure,2022-12-20,2022-12-20,2022-12-22,32406.0,85239.29113067027,41.0,46656.0,V-C,High,completed,Dallas,76.25535055350554,5.559125085440875,52833.29113067027,163.03552160300646,2,No,No,2022,12
M3911,A15,B787,Unscheduled,LandingGear,2023-11-03,2023-11-03,2023-11-12,66604.0,91266.0,124.0,46308.978087649404,InHouse,High,Cancelled,Frankfurt,148.0,9.0,24662.0,37.0278061377695,9,No,Yes,2023,11
M2074,A39,A-320,Preventive,Avionics,2023-06-09,2023-06-21,2023-06-22,99169.0,77334.0,42.0,45148.0,V-B,High,Delayed,Dallas,108.0,5.559125085440875,-21835.0,-22.01796932509151,1,Yes,No,2023,6
M3795,A10,A320,Unscheduled,Electrical,2024-03-19,2024-03-19,2024-03-20,78913.65527065528,132018.0,76.25535055350554,81909.0,V-C,Critical,Completed,Dallas,76.25535055350554,5.559125085440875,53104.344729344724,67.29424020115317,1,No,Yes,2024,3
M2380,A26,B777,Unscheduled,Engine,2024-07-22,2024-07-22,2024-07-28,78913.65527065528,54311.0,77.0,46308.978087649404,V-A,High,Delayed,LosAngeles,132.0,1.0,-24602.655270655276,-31.176676820094006,6,No,No,2024,7
M1448,A22,A-320,scheduled,Electrical,2023-10-17,2023-10-28,2023-10-28,78913.65527065528,89751.0,57.0,35431.0,V-C,Critical,Delayed,Dallas,57.0,5.559125085440875,10837.344729344724,13.733167842973668,0,Yes,Yes,2023,10
M977,A54,B787,scheduled,Electrical,2022-07-11,2022-07-11,2022-07-12,78913.65527065528,48326.0,93.0,67408.0,InHouse,High,completed,Atlanta,93.0,4.0,-30587.655270655276,-38.76091554211602,1,No,No,2022,7
M3941,A42,b737,scheduled,Hydraulics,2023-08-14,2023-08-22,2023-08-25,78913.65527065528,8275.0,110.74154067674586,42698.0,InHouse,Low,InProgress,Tokyo,144.0,2.0,-70638.65527065528,-89.51385540104727,3,Yes,No,2023,8
M4938,A34,b737,Scheduled,Electrical,2023-06-12,2023-06-12,2023-06-12,142849.0,205302.0,76.25535055350554,46308.978087649404,InHouse,Critical,completed,Dubai,76.25535055350554,5.0,62453.0,43.719592016744954,0,No,Yes,2023,6
M661,A58,B737,Unscheduled,Engine,2023-01-08,2023-01-13,2023-01-16,114595.0,102857.0,5.0,7832.0,InHouse,High,Delayed,Frankfurt,76.25535055350554,5.0,-11738.0,-10.24302980060212,3,Yes,Yes,2023,1
M2901,A02,A320,scheduled,Hydraulics,2024-05-27,2024-05-27,2024-05-31,28028.0,85239.29113067027,12.0,46308.978087649404,InHouse,Low,Delayed,Dallas,12.0,5.559125085440875,57211.29113067027,204.1219178345593,4,No,No,2024,5
M4959,A39,A-320,scheduled,Avionics,2023-10-02,2023-10-03,2023-10-05,139109.0,85239.29113067027,76.25535055350554,46308.978087649404,InHouse,High,InProgress,Dallas,76.25535055350554,8.0,-53869.70886932973,-38.72481929230296,2,Yes,No,2023,10
M2270,A39,B787,Emergency,Electrical,2022-03-24,2022-03-24,2022-04-01,67396.0,56072.0,76.25535055350554,46308.978087649404,InHouse,Medium,Delayed,Toronto,76.25535055350554,5.559125085440875,-11324.0,-16.802184105881654,8,No,No,2022,3
M4568,A06,B737,scheduled,Hydraulics,2024-05-09,2024-05-15,2024-05-16,9852.0,85239.29113067027,63.0,46308.978087649404,V-B,Low,InProgress,Dallas,63.0,5.0,75387.29113067027,765.1978393287685,1,Yes,No,2024,5
M4732,A07,b737,scheduled,Hydraulics,2023-08-10,2023-08-18,2023-08-23,87060.0,108253.0,11.0,46308.978087649404,InHouse,High,completed,Dallas,11.0,7.0,21193.0,24.3429818515966,5,Yes,Yes,2023,8
M1144,A23,B737,Preventive,Electrical,2022-04-13,2022-04-15,2022-04-16,71591.0,85239.29113067027,110.74154067674586,46308.978087649404,InHouse,High,completed,Singapore,129.0,7.0,13648.291130670274,19.064255466008678,1,Yes,No,2022,4
M398,A05,B737,Emergency,Electrical,2022-04-16,2022-04-25,2022-04-26,90424.0,85239.29113067027,76.25535055350554,46308.978087649404,InHouse,Low,InProgress,Dallas,76.25535055350554,9.0,-5184.708869329726,-5.733775180626522,1,Yes,No,2022,4
M4428,A02,A350,scheduled,Electrical,2024-06-09,2024-06-16,2024-06-17,26859.0,33122.0,76.25535055350554,45555.0,InHouse,High,completed,Amsterdam,76.25535055350554,2.0,6263.0,23.318068431438252,1,Yes,No,2024,6
M4971,A59,B737,scheduled,LandingGear,2022-09-05,2022-09-05,2022-09-13,26739.0,85239.29113067027,137.0,46308.978087649404,V-B,High,Cancelled,Dubai,137.0,7.0,58500.29113067027,218.78264381865543,8,No,No,2022,9
M3650,A44,B787,scheduled,Avionics,2023-02-26,2023-02-27,2023-02-28,27677.0,85239.29113067027,25.0,67894.0,V-A,High,Cancelled,London,25.0,8.0,57562.29113067027,207.97879513917792,1,Yes,No,2023,2
M2332,A56,A-320,Preventive,LandingGear,2024-06-18,2024-06-18,2024-06-18,141538.0,173562.0,104.0,46308.978087649404,InHouse,High,Completed,NewYork,104.0,4.0,32024.0,22.625725953454197,0,No,Yes,2024,6
M1299,A46,B737,Preventive,LandingGear,2022-12-09,2022-12-09,2022-12-11,78913.65527065528,175125.0,106.0,46308.978087649404,V-C,High,completed,London,106.0,3.0,96211.34472934472,121.91976711680942,2,No,Yes,2022,12
M4564,A17,A320,Unscheduled,LandingGear,2023-04-25,2023-04-25,2023-05-04,119710.0,85239.29113067027,76.25535055350554,75269.0,InHouse,Critical,Delayed,Dallas,76.25535055350554,1.0,-34470.70886932973,-28.79517907386996,9,No,No,2023,4
M3526,A28,A-320,scheduled,Electrical,2022-06-12,2022-06-20,2022-06-21,127410.0,85239.29113067027,110.74154067674586,23843.0,V-A,High,Cancelled,Atlanta,111.0,5.559125085440875,-42170.70886932973,-33.0984293770738,1,Yes,No,2022,6
M4103,A15,B737,Emergency,Structure,2024-02-17,2024-02-20,2024-02-21,78913.65527065528,85239.29113067027,31.0,36744.0,InHouse,Low,completed,Chicago,31.0,8.0,6325.635860014998,8.015895143013658,1,Yes,No,2024,2
M840,A58,B737,Unscheduled,LandingGear,2022-06-12,2022-06-22,2022-06-23,92742.0,89898.0,76.25535055350554,22331.0,InHouse,High,completed,Dallas,76.25535055350554,10.0,-2844.0,-3.066571779776153,1,Yes,Yes,2022,6
M3054,A17,B777,Preventive,Electrical,2023-10-15,2023-10-16,2023-10-17,138920.0,105993.0,129.0,46308.978087649404,InHouse,High,Cancelled,NewYork,129.0,1.0,-32927.0,-23.702130722718113,1,Yes,Yes,2023,10
M142,A22,A-320,Emergency,Electrical,2022-06-16,2022-06-27,2022-06-29,53810.0,38273.0,76.25535055350554,26318.0,V-B,High,Cancelled,Amsterdam,76.25535055350554,2.0,-15537.0,-28.87381527597101,2,Yes,No,2022,6
M1378,A57,A320,Emergency,Avionics,2022-03-16,2022-03-20,2022-03-25,149370.0,148890.0,76.25535055350554,54398.0,InHouse,High,Completed,Chennai,76.25535055350554,4.0,-480.0,-0.3213496686081542,5,Yes,Yes,2022,3
M2267,A58,b737,Preventive,LandingGear,2023-05-04,2023-05-14,2023-05-15,106093.0,120127.0,99.0,46308.978087649404,V-C,High,InProgress,LosAngeles,99.0,8.0,14034.0,13.228016928543825,1,Yes,Yes,2023,5
M2835,A26,A-320,scheduled,Electrical,2024-08-25,2024-09-06,2024-09-07,147003.0,105270.0,52.0,16733.0,inhouse,Low,Completed,Amsterdam,130.0,9.0,-41733.0,-28.389216546601087,1,Yes,Yes,2024,8
M1139,A23,B737,Scheduled,Engine,2024-06-22,2024-06-25,2024-06-29,101444.0,85239.29113067027,76.25535055350554,46308.978087649404,V-A,High,completed,Singapore,76.25535055350554,2.0,-16204.708869329726,-15.974043678610588,4,Yes,No,2024,6
M2258,A07,B737,scheduled,LandingGear,2023-11-25,2023-11-30,2023-12-01,138649.0,85239.29113067027,76.25535055350554,46308.978087649404,inhouse,High,Completed,Chennai,76.25535055350554,4.0,-53409.70886932973,-38.5215247634889,1,Yes,No,2023,11
M4802,A04,B737,Preventive,Hydraulics,2023-07-02,2023-07-10,2023-07-13,77273.0,100197.0,13.0,50988.0,V-C,Low,InProgress,Dallas,13.0,7.0,22924.0,29.666248236770933,3,Yes,Yes,2023,7
M533,A29,b737,scheduled,Electrical,2024-04-26,2024-04-26,2024-05-06,43498.0,85239.29113067027,55.0,82027.0,InHouse,Medium,Cancelled,Toronto,55.0,5.0,41741.29113067027,95.96140312352355,10,No,No,2024,4
M3589,A23,b737,Emergency,Avionics,2023-04-05,2023-04-13,2023-04-14,131645.0,119527.0,140.0,77140.0,V-A,Medium,completed,Dallas,140.0,5.559125085440875,-12118.0,-9.205059060351703,1,Yes,Yes,2023,4
M1603,A16,A-320,Preventive,Structure,2024-04-14,2024-04-25,2024-04-26,77976.0,85239.29113067027,74.0,67849.0,InHouse,High,Completed,London,150.0,8.0,7263.291130670274,9.314777791461825,1,Yes,No,2024,4
M1684,A03,B737,scheduled,Structure,2023-06-22,2023-06-22,2023-06-26,146764.0,85239.29113067027,58.0,46308.978087649404,inhouse,Critical,Delayed,Dubai,76.25535055350554,5.559125085440875,-61524.70886932973,-41.920844941082095,4,No,No,2023,6
M3985,A57,A350,Preventive,Structure,2024-07-12,2024-07-18,2024-07-20,78913.65527065528,113880.0,76.25535055350554,77272.0,InHouse,High,Delayed,Dallas,76.25535055350554,5.559125085440875,34966.344729344724,44.30962500649398,2,Yes,Yes,2024,7
M3951,A08,B737,scheduled,Engine,2023-08-15,2023-08-15,2023-08-16,31948.0,42280.0,76.25535055350554,46308.978087649404,V-C,Low,InProgress,Frankfurt,76.25535055350554,6.0,10332.0,32.34005258545135,1,No,No,2023,8
M4459,A28,B737,Emergency,Structure,2022-08-06,2022-08-08,2022-08-11,42175.0,85239.29113067027,39.0,27162.0,V-B,Medium,Delayed,Tokyo,39.0,2.0,43064.29113067027,102.1085741094731,3,Yes,No,2022,8
M2320,A07,B777,scheduled,Hydraulics,2023-12-02,2023-12-02,2023-12-09,99347.0,85239.29113067027,37.0,13488.0,InHouse,Low,Delayed,Tokyo,76.25535055350554,5.0,-14107.708869329726,-14.200437727691554,7,No,No,2023,12
M289,A10,B737,Emergency,Engine,2024-02-04,2024-02-13,2024-02-18,78913.65527065528,120863.0,76.25535055350554,73754.0,V-B,Critical,completed,NewYork,76.25535055350554,9.0,41949.344729344724,53.158537119422924,5,Yes,Yes,2024,2
M3347,A22,B737,scheduled,Electrical,2023-10-21,2023-10-21,2023-10-22,78913.65527065528,9670.0,18.0,46308.978087649404,V-A,Medium,Completed,Singapore,18.0,9.0,-69243.65527065528,-87.7461005109519,1,No,No,2023,10
M4260,A59,B737,Preventive,Structure,2022-09-16,2022-09-16,2022-09-17,55777.0,85239.29113067027,76.25535055350554,85545.0,inhouse,High,completed,Dallas,76.25535055350554,5.0,29462.291130670274,52.821577228374196,1,No,No,2022,9
M2355,A34,B777,scheduled,Hydraulics,2024-04-03,2024-04-03,2024-04-06,35142.0,85239.29113067027,65.0,75158.0,InHouse,High,completed,Dallas,65.0,1.0,50097.29113067027,142.55674443876353,3,No,No,2024,4
M5000,A19,B737,Scheduled,LandingGear,2023-04-30,2023-05-09,2023-05-10,78913.65527065528,126738.0,82.0,77585.0,inhouse,High,completed,Amsterdam,82.0,4.0,47824.344729344724,60.60338298272773,1,Yes,Yes,2023,4
M4292,A34,B737,Scheduled,Avionics,2022-04-08,2022-04-11,2022-04-12,78913.65527065528,76159.0,105.0,45429.0,inhouse,Critical,completed,London,105.0,3.0,-2754.6552706552757,-3.490720663245741,1,Yes,No,2022,4
M4054,A59,B737,scheduled,Engine,2024-03-24,2024-03-29,2024-04-04,78913.65527065528,168178.0,110.74154067674586,81798.0,InHouse,High,Delayed,Dallas,149.0,8.0,89264.34472934472,113.11647448491522,6,Yes,Yes,2024,3
M4064,A02,B777,Unscheduled,Electrical,2024-02-21,2024-03-04,2024-03-09,78913.65527065528,56250.0,5.0,72266.0,V-A,High,Completed,NewYork,13.0,5.0,-22663.655270655276,-28.719560883251788,5,Yes,No,2024,2
M986,A58,A350,Emergency,Electrical,2022-08-03,2022-08-10,2022-08-12,86929.0,104931.0,63.0,46308.978087649404,V-C,High,completed,London,63.0,5.559125085440875,18002.0,20.708854352402536,2,Yes,Yes,2022,8
M2898,A05,b737,Unscheduled,Hydraulics,2022-11-16,2022-11-16,2022-11-27,78913.65527065528,120074.0,5.0,62598.0,InHouse,Critical,completed,Dallas,5.0,5.0,41160.344729344724,52.158710160078655,11,No,Yes,2022,11
M982,A02,A350,Preventive,Avionics,2024-03-21,2024-03-21,2024-03-24,78913.65527065528,46483.0,45.0,45212.0,V-B,Critical,Cancelled,Dallas,45.0,5.0,-32430.655270655276,-41.09637952953232,3,No,No,2024,3
M2749,A36,B737,Emergency,LandingGear,2023-10-16,2023-10-22,2023-10-23,96140.0,85239.29113067027,54.0,61974.0,V-B,High,Delayed,Dallas,76.25535055350554,7.0,-10900.708869329726,-11.338369949375625,1,Yes,No,2023,10
M3169,A31,b737,scheduled,Electrical,2022-10-06,2022-10-14,2022-10-15,94824.0,102929.0,76.25535055350554,46308.978087649404,InHouse,High,Delayed,Dallas,76.25535055350554,5.559125085440875,8105.0,8.547414156753565,1,Yes,Yes,2022,10
M2693,A43,B787,Emergency,Structure,2022-07-25,2022-07-25,2022-07-25,78913.65527065528,85239.29113067027,15.0,46308.978087649404,V-C,Critical,completed,LosAngeles,15.0,4.0,6325.635860014998,8.015895143013658,0,No,No,2022,7
M4057,A30,B737,Preventive,Structure,2022-03-11,2022-03-11,2022-03-12,108003.0,117047.0,75.0,46308.978087649404,InHouse,Medium,completed,Dallas,75.0,10.0,9044.0,8.373841467366647,1,No,Yes,2022,3
M3555,A49,B737,Scheduled,Engine,2023-06-18,2023-06-18,2023-06-20,112087.0,85239.29113067027,110.74154067674586,44866.0,V-B,Low,completed,Dallas,146.0,6.0,-26847.708869329726,-23.952562624862587,2,No,No,2023,6
M1595,A39,B737,Preventive,Structure,2024-03-04,2024-03-04,2024-03-04,129768.0,96485.0,81.0,46308.978087649404,InHouse,Critical,InProgress,NewYork,136.0,9.0,-33283.0,-25.64807964983663,0,No,Yes,2024,3
M3677,A57,A350,scheduled,Avionics,2023-03-29,2023-03-29,2023-04-10,126238.0,98115.0,27.0,76395.0,inhouse,High,completed,Dallas,27.0,8.0,-28123.0,-22.277761054516073,12,No,Yes,2023,3
M924,A52,B737,Preventive,LandingGear,2022-01-25,2022-02-01,2022-02-02,81618.0,85239.29113067027,76.25535055350554,46095.0,V-C,High,Delayed,Frankfurt,76.25535055350554,6.0,3621.2911306702736,4.4368780546819,1,Yes,No,2022,1
M3102,A24,B737,Unscheduled,Structure,2023-11-06,2023-11-15,2023-11-18,78913.65527065528,154699.0,76.25535055350554,46308.978087649404,V-C,Medium,Delayed,Dallas,76.25535055350554,6.0,75785.34472934472,96.03578046083257,3,Yes,Yes,2023,11
M1911,A21,B737,Emergency,LandingGear,2022-10-18,2022-10-21,2022-10-25,119016.0,138104.0,63.0,3180.0,InHouse,High,Cancelled,Dallas,63.0,8.0,19088.0,16.03817974053909,4,Yes,Yes,2022,10
M4056,A18,A350,Preventive,Electrical,2022-08-04,2022-08-04,2022-08-04,114982.0,96908.0,104.0,26758.0,V-A,High,completed,LosAngeles,104.0,10.0,-18074.0,-15.718982101546327,0,No,Yes,2022,8
M2697,A11,B737,scheduled,Structure,2023-06-25,2023-06-25,2023-06-30,78913.65527065528,57993.0,57.0,84052.0,inhouse,High,completed,Chicago,103.0,7.0,-20920.655270655276,-26.510817676487484,5,No,No,2023,6
M4905,A44,B737,Scheduled,LandingGear,2023-02-13,2023-02-16,2023-02-17,65936.0,59436.0,76.25535055350554,47669.0,InHouse,Medium,Completed,Dallas,76.25535055350554,5.559125085440875,-6500.0,-9.858044164037855,1,Yes,No,2023,2
M1782,A41,B787,Preventive,Hydraulics,2022-05-27,2022-06-01,2022-06-05,78913.65527065528,112445.0,71.0,46308.978087649404,V-B,High,completed,Dallas,71.0,5.559125085440875,33531.344729344724,42.491181804137824,4,Yes,Yes,2022,5
M2308,A19,B737,Unscheduled,Engine,2023-01-23,2023-01-25,2023-01-30,133731.0,85239.29113067027,42.0,66174.0,V-B,High,Completed,Tokyo,42.0,6.0,-48491.70886932973,-36.26063431016722,5,Yes,No,2023,1
M1916,A56,b737,Preventive,Hydraulics,2024-02-17,2024-02-17,2024-02-28,101697.0,83182.0,60.0,69705.0,InHouse,High,completed,Mumbai,60.0,5.559125085440875,-18515.0,-18.20604344277609,11,No,No,2024,2
M2534,A09,B787,scheduled,LandingGear,2022-03-16,2022-03-16,2022-03-24,93703.0,85239.29113067027,12.0,46308.978087649404,InHouse,Low,completed,Dallas,12.0,8.0,-8463.708869329726,-9.032484412803994,8,No,No,2022,3
M040,A04,B737,Unscheduled,Structure,2024-05-04,2024-05-04,2024-05-08,78913.65527065528,13097.0,76.25535055350554,86426.0,V-A,High,completed,Dallas,76.25535055350554,10.0,-65816.65527065528,-83.40337935800798,4,No,No,2024,5
M2823,A29,B737,scheduled,Hydraulics,2022-09-17,2022-09-17,2022-09-18,25808.0,85239.29113067027,76.25535055350554,26409.0,InHouse,High,Cancelled,Toronto,76.25535055350554,4.0,59431.29113067027,230.2824361851762,1,No,No,2022,9
M1128,A25,b737,Unscheduled,Electrical,2023-07-15,2023-07-27,2023-08-01,70277.0,85239.29113067027,21.0,46308.978087649404,InHouse,Medium,completed,Chicago,21.0,5.559125085440875,14962.291130670274,21.290452254180277,5,Yes,No,2023,7
M3261,A51,b737,Unscheduled,Engine,2023-07-14,2023-07-23,2023-07-24,130583.0,157183.0,143.0,46308.978087649404,V-A,High,Completed,NewYork,143.0,2.0,26600.0,20.370186011961742,1,Yes,Yes,2023,7
M559,A32,A320,scheduled,Avionics,2022-07-20,2022-07-29,2022-07-30,77704.0,89770.0,37.0,46308.978087649404,inhouse,High,Completed,Dubai,37.0,5.559125085440875,12066.0,15.528158138577163,1,Yes,Yes,2022,7
M905,A49,B787,scheduled,Avionics,2024-01-23,2024-01-24,2024-01-25,78913.65527065528,19450.0,45.0,14122.0,V-A,High,InProgress,Dallas,112.0,5.559125085440875,-59463.655270655276,-75.35280816318661,1,Yes,No,2024,1
M485,A41,B737,scheduled,Avionics,2023-10-02,2023-10-02,2023-10-18,78913.65527065528,73527.0,141.0,46308.978087649404,V-B,High,Delayed,Mumbai,141.0,10.0,-5386.655270655276,-6.826011610006298,16,No,No,2023,10
M1321,A49,A350,Unscheduled,Engine,2023-11-05,2023-11-05,2023-11-06,41202.0,85239.29113067027,18.0,46308.978087649404,InHouse,High,completed,Atlanta,142.0,3.0,44037.29113067027,106.88144053849393,1,No,No,2023,11
M008,A11,B737,scheduled,Electrical,2023-05-21,2023-05-21,2023-05-22,33743.0,85239.29113067027,21.0,46308.978087649404,InHouse,High,completed,Atlanta,146.0,1.0,51496.29113067027,152.6132564699946,1,No,No,2023,5
M2316,A45,B777,scheduled,Electrical,2024-03-05,2024-03-05,2024-03-14,114317.0,99520.0,84.0,19835.0,V-B,Low,completed,Dallas,84.0,5.0,-14797.0,-12.943831626092358,9,No,Yes,2024,3
M1815,A26,B737,scheduled,Electrical,2023-03-06,2023-03-06,2023-03-06,78913.65527065528,99555.0,76.25535055350554,28385.0,V-C,Low,Delayed,Dubai,76.25535055350554,5.559125085440875,20641.344729344724,26.156873178095434,0,No,Yes,2023,3
M774,A52,B737,Unscheduled,Engine,2022-01-11,2022-01-15,2022-01-19,145566.0,168047.0,16.0,8425.0,InHouse,High,InProgress,Dallas,16.0,5.559125085440875,22481.0,15.443853647142877,4,Yes,Yes,2022,1
M2275,A04,B787,Preventive,Avionics,2023-01-06,2023-01-06,2023-01-07,78913.65527065528,43300.0,13.0,8022.0,InHouse,Critical,completed,Singapore,42.0,8.0,-35613.655270655276,-45.12990197768538,1,No,No,2023,1
M3722,A18,B737,scheduled,Engine,2024-06-11,2024-06-11,2024-06-12,78913.65527065528,51131.0,121.0,46308.978087649404,InHouse,Medium,Delayed,LosAngeles,121.0,2.0,-27782.655270655276,-35.206397644827504,1,No,No,2024,6
M1992,A02,b737,Emergency,Avionics,2022-08-07,2022-08-16,2022-08-20,78913.65527065528,60076.0,110.74154067674586,28010.0,inhouse,Critical,completed,Dallas,118.0,7.0,-18837.655270655276,-23.87122381550639,4,Yes,No,2022,8
M4105,A09,B737,scheduled,Hydraulics,2024-07-29,2024-07-29,2024-08-05,78913.65527065528,81187.0,13.0,21887.0,inhouse,High,completed,Chennai,110.0,5.559125085440875,2273.3447293447243,2.880800187936659,7,No,No,2024,7
M881,A39,B777,scheduled,Structure,2024-04-05,2024-04-16,2024-04-17,78913.65527065528,92551.0,81.0,44075.0,inhouse,Low,completed,Atlanta,81.0,5.0,13637.344729344724,17.28134970122958,1,Yes,Yes,2024,4
M2728,A56,A350,scheduled,Engine,2023-06-06,2023-06-14,2023-06-15,78913.65527065528,46789.0,16.0,21699.0,InHouse,High,InProgress,London,16.0,6.0,-32124.655270655276,-40.70861394073721,1,Yes,No,2023,6
M782,A17,A-320,scheduled,Engine,2023-02-09,2023-02-09,2023-02-09,99816.0,85239.29113067027,50.0,41225.0,inhouse,Medium,Delayed,Chennai,50.0,5.559125085440875,-14576.708869329726,-14.603579455527898,0,No,No,2023,2
M2652,A53,B737,Unscheduled,LandingGear,2022-06-28,2022-06-28,2022-07-04,119499.0,85239.29113067027,47.0,88385.0,V-A,High,InProgress,Dallas,76.25535055350554,5.559125085440875,-34259.70886932973,-28.66945235468893,6,No,No,2022,6
M1750,A01,A350,Scheduled,Structure,2023-02-19,2023-02-19,2023-02-27,78913.65527065528,73345.0,15.0,46308.978087649404,V-C,Medium,Completed,Chennai,76.25535055350554,1.0,-5568.655270655276,-7.056643430792932,8,No,No,2023,2
M2127,A21,A-320,Scheduled,Structure,2022-05-13,2022-05-19,2022-05-20,36199.0,35725.0,54.0,54470.0,inhouse,Low,Completed,Tokyo,54.0,2.0,-474.0,-1.3094284372496479,1,Yes,No,2022,5
M4089,A28,b737,scheduled,Electrical,2023-09-08,2023-09-20,2023-09-25,78913.65527065528,190721.0,31.0,46308.978087649404,inhouse,Low,Delayed,LosAngeles,31.0,10.0,111807.34472934472,141.68314006729486,5,Yes,Yes,2023,9
M3976,A44,B737,scheduled,Hydraulics,2023-07-18,2023-07-22,2023-07-26,63651.0,61221.0,76.25535055350554,46308.978087649404,V-A,Critical,completed,Dallas,76.25535055350554,8.0,-2430.0,-3.817693359098836,4,Yes,No,2023,7
M3917,A28,B777,Scheduled,Electrical,2023-09-17,2023-09-24,2023-09-25,78913.65527065528,61360.0,69.0,14679.0,InHouse,High,Cancelled,Dallas,76.25535055350554,5.0,-17553.655270655276,-22.24412899193475,1,Yes,No,2023,9
M3882,A59,B777,Scheduled,Structure,2024-01-30,2024-01-30,2024-01-31,96611.0,79567.0,76.25535055350554,46308.978087649404,V-C,High,Cancelled,Mumbai,76.25535055350554,7.0,-17044.0,-17.64188342942315,1,No,No,2024,1
M3719,A27,B777,Preventive,Electrical,2023-06-12,2023-06-12,2023-06-13,45215.0,85239.29113067027,110.74154067674586,55254.0,InHouse,High,Delayed,Dallas,146.0,5.559125085440875,40024.29113067027,88.51994057430117,1,No,No,2023,6
M2439,A23,B737,scheduled,Avionics,2024-05-28,2024-05-28,2024-05-29,78913.65527065528,87765.0,110.74154067674586,1183.0,InHouse,Critical,completed,Amsterdam,111.0,10.0,8851.344729344724,11.21649313922501,1,No,Yes,2024,5
